country,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Kenya,uniqueid_249,No,Urban,Yes,9,26,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_250,No,Rural,No,4,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_251,Yes,Urban,Yes,1,27,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
Kenya,uniqueid_252,No,Rural,Yes,9,23,Male,Other relative,Single/Never Married,Primary education,Informally employed
Kenya,uniqueid_253,Yes,Urban,Yes,6,47,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,uniqueid_254,No,Rural,No,7,40,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_255,No,Urban,No,4,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_256,No,Rural,Yes,5,42,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_257,No,Rural,Yes,2,54,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,uniqueid_258,No,Rural,Yes,2,33,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,uniqueid_259,No,Rural,Yes,2,52,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_260,No,Rural,Yes,4,57,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,uniqueid_261,No,Rural,Yes,4,42,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,uniqueid_262,No,Rural,Yes,1,24,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private
Kenya,uniqueid_263,No,Rural,Yes,5,32,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_264,No,Rural,Yes,4,55,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,uniqueid_265,No,Rural,No,6,66,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_266,No,Urban,Yes,5,49,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,uniqueid_267,No,Rural,Yes,3,25,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,uniqueid_268,No,Rural,Yes,5,34,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,uniqueid_269,No,Urban,Yes,1,85,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,uniqueid_270,No,Rural,Yes,3,31,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,uniqueid_271,No,Rural,Yes,7,32,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_272,No,Rural,No,3,65,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_273,No,Urban,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,uniqueid_274,No,Rural,Yes,3,46,Male,Spouse,Married/Living together,Secondary education,Self employed
Kenya,uniqueid_275,No,Urban,Yes,1,29,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Kenya,uniqueid_276,Yes,Urban,Yes,3,33,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Kenya,uniqueid_277,Yes,Urban,Yes,2,29,Female,Spouse,Married/Living together,Tertiary education,Self employed
Kenya,uniqueid_278,No,Rural,Yes,7,28,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_279,Yes,Urban,Yes,2,30,Male,Head of Household,Married/Living together,Tertiary education,Self employed
Kenya,uniqueid_280,No,Rural,Yes,5,43,Female,Spouse,Married/Living together,No formal education,Informally employed
Kenya,uniqueid_281,No,Rural,Yes,5,21,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_282,No,Rural,No,6,16,Male,Child,Single/Never Married,Primary education,Other Income
Kenya,uniqueid_283,No,Rural,Yes,5,56,Female,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,uniqueid_284,Yes,Urban,Yes,3,44,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,uniqueid_285,No,Rural,Yes,2,57,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,uniqueid_286,No,Rural,Yes,6,38,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_287,No,Urban,Yes,1,30,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,uniqueid_288,No,Rural,Yes,7,46,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing
Kenya,uniqueid_289,No,Rural,Yes,4,29,Female,Head of Household,Married/Living together,Primary education,Self employed
Kenya,uniqueid_290,No,Urban,Yes,6,24,Male,Child,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,uniqueid_291,No,Urban,Yes,3,32,Male,Child,Single/Never Married,Primary education,Informally employed
Kenya,uniqueid_292,No,Rural,Yes,1,57,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,uniqueid_293,No,Urban,Yes,3,69,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,uniqueid_294,No,Rural,No,2,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,uniqueid_295,No,Urban,Yes,5,31,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,uniqueid_296,No,Rural,Yes,7,35,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_297,No,Urban,Yes,5,52,Female,Spouse,Married/Living together,No formal education,Informally employed
Kenya,uniqueid_298,No,Urban,Yes,2,26,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing
Kenya,uniqueid_299,No,Urban,Yes,3,35,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,uniqueid_300,Yes,Rural,Yes,4,42,Female,Spouse,Married/Living together,Secondary education,Formally employed Government
Kenya,uniqueid_301,No,Rural,Yes,4,68,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_302,No,Rural,No,6,55,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_303,No,Rural,Yes,7,35,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,uniqueid_304,No,Urban,Yes,6,27,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,uniqueid_305,Yes,Rural,Yes,1,25,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_306,No,Rural,Yes,6,56,Female,Spouse,Single/Never Married,Primary education,Farming and Fishing
Kenya,uniqueid_307,No,Rural,No,7,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_308,Yes,Urban,Yes,2,23,Male,Other relative,Single/Never Married,Tertiary education,Informally employed
Kenya,uniqueid_309,Yes,Urban,Yes,4,40,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private
Kenya,uniqueid_310,Yes,Urban,Yes,5,32,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,uniqueid_311,Yes,Rural,Yes,4,45,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,uniqueid_312,No,Rural,No,7,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,uniqueid_313,No,Rural,Yes,6,47,Male,Head of Household,Widowed,Primary education,Informally employed
Kenya,uniqueid_314,Yes,Urban,Yes,4,63,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,uniqueid_315,No,Urban,Yes,6,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,uniqueid_316,Yes,Urban,Yes,1,24,Female,Head of Household,Married/Living together,Secondary education,Formally employed Government
Kenya,uniqueid_317,Yes,Rural,Yes,1,45,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
Kenya,uniqueid_318,No,Rural,Yes,6,41,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_319,Yes,Urban,Yes,4,22,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,uniqueid_320,No,Rural,Yes,6,49,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_321,Yes,Rural,No,9,42,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_322,No,Urban,Yes,2,28,Female,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,uniqueid_323,No,Rural,Yes,4,19,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,uniqueid_324,No,Rural,Yes,2,57,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,uniqueid_325,No,Rural,Yes,2,68,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_326,No,Urban,No,7,70,Female,Head of Household,Widowed,No formal education,Other Income
Kenya,uniqueid_327,No,Rural,No,2,63,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,uniqueid_328,Yes,Rural,Yes,3,24,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,uniqueid_329,No,Urban,No,5,48,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_330,No,Rural,Yes,9,43,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_331,No,Rural,No,6,31,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_332,Yes,Urban,Yes,3,48,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,uniqueid_333,No,Urban,No,6,58,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,uniqueid_334,No,Urban,Yes,5,44,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent
Kenya,uniqueid_335,No,Urban,Yes,2,25,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,uniqueid_336,No,Rural,Yes,8,61,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_337,No,Rural,Yes,6,50,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,uniqueid_338,No,Rural,No,4,52,Female,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,uniqueid_339,No,Rural,No,1,72,Male,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,uniqueid_340,Yes,Rural,Yes,4,31,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_341,No,Rural,No,2,95,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_342,No,Rural,No,2,75,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,uniqueid_343,Yes,Urban,Yes,3,31,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,uniqueid_344,No,Urban,Yes,1,23,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,uniqueid_345,No,Rural,Yes,2,72,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,uniqueid_346,Yes,Urban,Yes,3,46,Male,Head of Household,Widowed,Tertiary education,Formally employed Government
Kenya,uniqueid_347,No,Rural,Yes,6,34,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,uniqueid_348,No,Rural,Yes,6,27,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,uniqueid_349,No,Urban,Yes,12,23,Female,Child,Single/Never Married,Secondary education,Self employed
Kenya,uniqueid_350,No,Rural,Yes,2,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_351,Yes,Urban,Yes,1,27,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,uniqueid_352,No,Rural,Yes,4,24,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_353,Yes,Urban,Yes,7,45,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
Kenya,uniqueid_354,Yes,Urban,Yes,1,29,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Kenya,uniqueid_355,No,Urban,Yes,4,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_356,No,Rural,No,7,67,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,uniqueid_357,No,Rural,No,3,71,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,uniqueid_358,Yes,Urban,Yes,1,44,Male,Head of Household,Divorced/Seperated,Secondary education,Formally employed Government
Kenya,uniqueid_359,Yes,Rural,Yes,3,23,Male,Child,Divorced/Seperated,Tertiary education,Farming and Fishing
Kenya,uniqueid_360,No,Rural,Yes,8,55,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Kenya,uniqueid_361,No,Rural,No,6,20,Female,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent
Kenya,uniqueid_362,No,Urban,Yes,9,37,Female,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,uniqueid_363,No,Urban,Yes,3,26,Female,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,uniqueid_364,No,Rural,Yes,2,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_365,No,Rural,No,7,18,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_366,No,Rural,No,1,72,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,uniqueid_367,No,Rural,No,1,86,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,uniqueid_368,No,Rural,No,6,22,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,uniqueid_369,No,Rural,Yes,3,28,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Kenya,uniqueid_370,No,Rural,Yes,4,71,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_371,No,Rural,Yes,3,95,Male,Head of Household,Married/Living together,Primary education,Other Income
Kenya,uniqueid_372,No,Rural,No,3,68,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_373,No,Urban,Yes,16,33,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Kenya,uniqueid_374,No,Rural,No,6,23,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_375,No,Rural,Yes,1,72,Female,Head of Household,Widowed,Secondary education,Remittance Dependent
Kenya,uniqueid_376,Yes,Urban,Yes,1,23,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Remittance Dependent
Kenya,uniqueid_377,Yes,Rural,Yes,2,43,Female,Spouse,Married/Living together,Tertiary education,Farming and Fishing
Kenya,uniqueid_378,No,Rural,No,4,50,Female,Head of Household,Widowed,Primary education,Informally employed
Kenya,uniqueid_379,No,Urban,Yes,3,23,Female,Child,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,uniqueid_380,No,Rural,Yes,6,31,Female,Spouse,Married/Living together,Primary education,Self employed
